Louisiana,36.2,0.00937180842716718246
Alabama,35.6,0.01069770978868576382
Mississippi,35.6,0.01063520442393451367
West Virginia,35.6,0.01235145625797345349
Kentucky,34.6,0.01052061737343356584
Arkansas,34.5,0.01061668582910685120
Kansas,34.2,0.00916600177861135623
Oklahoma,33.9,0.01008364240951528328
Tennessee,33.8,0.01009987604628616771
Missouri,32.4,0.00986061308371318102
