Colorado,20.2,0.00666877896343225352
District of Columbia,22.1,0.00721202250518211430
Hawaii,22.7,0.00777257090458014194
Montana,23.6,0.00964797787428127805
California,24.2,0.00666030372286172134
Massachusetts,24.3,0.00850810423200398927
Utah,24.5,0.00581319891945731404
New York,25.0,0.00781636279141044676
Vermont,25.1,0.00946712816050772853
Connecticut,25.3,0.00851239517362386894
